Neighborhood,Building.Classification,Total.Units,Year.Built,Gross.SqFt,Estimated.Gross.Income,Gross.Income.per.SqFt,Estimated.Expense,Expense.per.SqFt,Net.Operating.Income,Full.Market.Value,Market.Value.per.SqFt,Boro
SHEEPSHEAD BAY,R4-CONDOMINIUM,25,1994,16602,259987,15.66,129994,7.83,129993,935001,56.32,Brooklyn
SHEEPSHEAD BAY,R2-CONDOMINIUM,12,2004,15028,275163,18.31,121727,8.1,153436,1102000,73.33,Brooklyn
SHEEPSHEAD BAY,R2-CONDOMINIUM,7,2007,8498,192310,22.63,67304,7.92,125006,912000,107.32,Brooklyn
SHEEPSHEAD BAY,R4-CONDOMINIUM,18,2003,19690,462715,23.5,161950,8.22,300765,2200002,111.73,Brooklyn
SHEEPSHEAD BAY,R4-CONDOMINIUM,6,NA,8235,141313,17.16,63479,7.71,77834,568999,69.1,Brooklyn
SHEEPSHEAD BAY,R4-CONDOMINIUM,6,NA,7610,178835,23.5,73322,9.63,105513,772000,101.45,Brooklyn
SHEEPSHEAD BAY,R4-CONDOMINIUM,14,2006,11844,278334,23.5,114117,9.64,164217,1201002,101.4,Brooklyn
SHEEPSHEAD BAY,R4-CONDOMINIUM,15,2003,24371,572719,23.5,234815,9.64,337904,2471998,101.43,Brooklyn
SHEEPSHEAD BAY,R4-CONDOMINIUM,21,2005,21660,509010,23.5,208694,9.63,300316,2197001,101.43,Brooklyn
LONG ISLAND CITY,R4-CONDOMINIUM,57,2007,53685,1368968,25.5,416059,7.75,952909,6180002,115.12,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,177,1909,187845,3381210,18,1292374,6.88,2088836,13433994,71.52,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,184,2008,249920,6185520,24.75,1936880,7.75,4248640,30992004,124.01,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,121,2007,113450,2892975,25.5,933694,8.23,1959281,14100000,124.28,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,3,2007,3360,94618,28.16,27653,8.23,66965,446000,132.74,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,35,1955,55421,798617,14.41,387947,7,410670,2840003,51.24,Queens
LONG ISLAND CITY,R2-CONDOMINIUM,47,2005,62866,1572279,25.01,534361,8.5,1037918,7538002,119.91,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,13,2006,18375,459559,25.01,147000,8,312559,2270002,123.54,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,132,2008,140166,3505552,25.01,1121328,8,2384224,17316000,123.54,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,48,2007,58876,1472489,25.01,471008,8,1001481,7273000,123.53,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,41,2008,34824,870948,25.01,269886,7.75,601062,4365004,125.34,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,43,2007,58500,1463085,25.01,468000,8,995085,7227003,123.54,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,23,2007,36875,922244,25.01,295000,8,627244,4554999,123.53,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,54,2006,60623,1576198,26,484984,8,1091214,7118995,117.43,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,72,2007,80874,2022659,25.01,646992,8,1375667,9455999,116.92,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,124,2007,141041,3314464,23.5,1198849,8.5,2115615,15395032,109.15,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,237,1920,310173,5428028,17.5,1888954,6.09,3539074,22529001,72.63,Queens
SUNNYSIDE,R4-CONDOMINIUM,15,2005,15610,329839,21.13,115514,7.4,214325,1575000,100.9,Queens
SUNNYSIDE,R4-CONDOMINIUM,39,2006,25035,511465,20.43,195523,7.81,315942,2305001,92.07,Queens
SUNNYSIDE,R4-CONDOMINIUM,52,1936,54986,769804,14,357409,6.5,412395,2529007,45.99,Queens
SUNNYSIDE,R4-CONDOMINIUM,60,1936,58926,839696,14.25,383019,6.5,456677,2629008,44.62,Queens
SUNNYSIDE,R4-CONDOMINIUM,93,1930,69337,976265,14.08,450691,6.5,525574,3230009,46.58,Queens
SUNNYSIDE,R9-CONDOMINIUM,88,1936,70260,1001205,14.25,456690,6.5,544515,3339000,47.52,Queens
SUNNYSIDE,R4-CONDOMINIUM,64,1938,59920,853860,14.25,359520,6,494340,3031002,50.58,Queens
SUNNYSIDE,R4-CONDOMINIUM,31,2006,32825,787800,24,279013,8.5,508787,3683999,112.23,Queens
SUNNYSIDE,R4-CONDOMINIUM,30,1988,27636,352635,12.76,124638,4.51,227997,1523999,55.15,Queens
SUNNYSIDE,R4-CONDOMINIUM,47,1939,42000,620340,14.77,294000,7,326340,1946996,46.36,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,64,2006,64957,1623275,24.99,535895,8.25,1087380,7898003,121.59,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,44,2007,32057,737311,23,256456,8,480855,341777,10.66,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,39,1931,52053,801096,15.39,364371,7,436725,2909995,55.9,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,66,2004,66590,1662752,24.97,399540,6,1263212,9174990,137.78,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,121,2007,124347,3107432,24.99,932603,7.5,2174829,15796001,127.03,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,26,2005,25938,648709,25.01,201020,7.75,447689,3247998,125.22,Queens
LONG ISLAND CITY,R4-CONDOMINIUM,25,2007,30480,746760,24.5,243840,8,502920,3652992,119.85,Queens
ASTORIA,R2-CONDOMINIUM,7,NA,5624,157472,28,47242,8.4,110230,792000,140.83,Queens
ASTORIA,R4-CONDOMINIUM,73,2006,71589,1718136,24,572712,8,1145424,7787006,108.77,Queens
ASTORIA,R2-CONDOMINIUM,10,2004,6778,169247,24.97,64391,9.5,104856,723000,106.67,Queens
ASTORIA,R4-CONDOMINIUM,11,2006,6920,164281,23.74,51900,7.5,112381,749005,108.24,Queens
ASTORIA,R4-CONDOMINIUM,29,2006,24480,581155,23.74,173074,7.07,408081,2975004,121.53,Queens
ASTORIA,R4-CONDOMINIUM,57,2006,19588,437988,22.36,146910,7.5,291078,2078001,106.09,Queens
ASTORIA,R9-CONDOMINIUM,18,2005,18833,380992,20.23,161399,8.57,219593,1568000,83.26,Queens
ASTORIA,R4-CONDOMINIUM,27,2006,30386,666365,21.93,195686,6.44,470679,3360004,110.58,Queens
ASTORIA,R4-CONDOMINIUM,35,2009,28564,638691,22.36,199948,7,438743,3177000,111.22,Queens
ASTORIA,R4-CONDOMINIUM,30,2006,26598,631437,23.74,188048,7.07,443389,2954002,111.06,Queens
ASTORIA,R4-CONDOMINIUM,15,2008,11282,263660,23.37,84615,7.5,179045,1192996,105.74,Queens
ASTORIA,R4-CONDOMINIUM,26,2008,28100,592067,21.07,220585,7.85,371482,2719999,96.8,Queens
ASTORIA,R4-CONDOMINIUM,33,2008,37111,797515,21.49,270539,7.29,526976,3857992,103.96,Queens
ASTORIA,R4-CONDOMINIUM,85,1932,61600,915992,14.87,393624,6.39,522368,3600995,58.46,Queens
ASTORIA,R4-CONDOMINIUM,30,2006,18292,392546,21.46,148714,8.13,243832,1790000,97.86,Queens
ASTORIA,R9-CONDOMINIUM,88,1937,67704,1016237,15.01,440076,6.5,576161,3839000,56.7,Queens
ASTORIA,R4-CONDOMINIUM,125,1963,99600,1481052,14.87,636444,6.39,844608,5862016,58.86,Queens
ASTORIA,R4-CONDOMINIUM,74,1950,55000,852500,15.5,385000,7,467500,2969978,54,Queens
ASTORIA,R4-CONDOMINIUM,11,2007,8320,169645,20.39,59405,7.14,110240,734003,88.22,Queens
ASTORIA,R4-CONDOMINIUM,81,1957,82760,1252986,15.14,594217,7.18,658769,4540002,54.86,Queens
ASTORIA,R4-CONDOMINIUM,18,2008,16125,354750,22,114649,7.11,240101,1694410,105.08,Queens
ASTORIA,R4-CONDOMINIUM,10,2007,9767,234408,24,77745,7.96,156663,1119001,114.57,Queens
ASTORIA,R4-CONDOMINIUM,24,2007,10450,250800,24,88825,8.5,161975,1179020,112.82,Queens
ASTORIA,R4-CONDOMINIUM,19,2005,14723,315956,21.46,119698,8.13,196258,1402000,95.23,Queens
ASTORIA,R4-CONDOMINIUM,201,1910,194780,4674720,24,1655630,8.5,3019090,20849996,107.04,Queens
ASTORIA,R9-CONDOMINIUM,32,1992,34650,554400,16,218642,6.31,335758,2057000,59.37,Queens
ASTORIA,R9-CONDOMINIUM,618,1932,430000,6763900,15.73,3225000,7.5,3538900,24206000,56.29,Queens
ASTORIA,R4-CONDOMINIUM,8,2006,7245,124324,17.16,26227,3.62,98097,710000,98,Queens
ASTORIA,R4-CONDOMINIUM,18,2006,15410,330699,21.46,125283,8.13,205416,1488002,96.56,Queens
ASTORIA,R4-CONDOMINIUM,32,1994,17250,317055,18.38,120750,7,196305,1412001,81.86,Queens
ASTORIA,R4-CONDOMINIUM,405,1989,372700,7267650,19.5,3085956,8.28,4181694,27860991,74.75,Queens
JACKSON HEIGHTS,R2-CONDOMINIUM,16,1929,14361,211825,14.75,101963,7.1,109862,664394,46.26,Queens
JACKSON HEIGHTS,R2-CONDOMINIUM,150,1929,134944,1990424,14.75,958102,7.1,1032322,6236916,46.22,Queens
JACKSON HEIGHTS,R2-CONDOMINIUM,70,1929,63140,931315,14.75,448294,7.1,483021,2915005,46.17,Queens
JACKSON HEIGHTS,R2-CONDOMINIUM,34,1929,31445,463814,14.75,223260,7.1,240554,1452014,46.18,Queens
JACKSON HEIGHTS,R2-CONDOMINIUM,48,1929,39804,587109,14.75,282608,7.1,304501,1837032,46.15,Queens
JACKSON HEIGHTS,R2-CONDOMINIUM,92,1929,83680,1234280,14.75,594128,7.1,640152,3872031,46.27,Queens
JACKSON HEIGHTS,R2-CONDOMINIUM,70,1929,58333,860412,14.75,414164,7.1,446248,2694980,46.2,Queens
JACKSON HEIGHTS,R2-CONDOMINIUM,75,1929,64422,950225,14.75,457396,7.1,492829,2980997,46.27,Queens
JACKSON HEIGHTS,R2-CONDOMINIUM,204,1929,174093,2567872,14.75,1236060,7.1,1331812,8052100,46.25,Queens
JACKSON HEIGHTS,R2-CONDOMINIUM,257,1952,254910,3568740,14,1784370,7,1784370,11431976,44.85,Queens
WOODSIDE,R4-CONDOMINIUM,18,2008,20291,466693,23,172474,8.5,294219,1962784,96.73,Queens
JACKSON HEIGHTS,R4-CONDOMINIUM,96,1939,128050,1824713,14.25,896350,7,928363,5692008,44.45,Queens
JACKSON HEIGHTS,R4-CONDOMINIUM,41,1939,50996,734342,14.4,369721,7.25,364621,2278001,44.67,Queens
JACKSON HEIGHTS,R4-CONDOMINIUM,96,1942,120000,1770000,14.75,900000,7.5,870000,5797000,48.31,Queens
JACKSON HEIGHTS,R4-CONDOMINIUM,52,1937,66083,966794,14.63,462581,7,504213,3112988,47.11,Queens
JACKSON HEIGHTS,R4-CONDOMINIUM,214,1964,214300,3321650,15.5,1500100,7,1821550,11880022,55.44,Queens
JACKSON HEIGHTS,R4-CONDOMINIUM,57,1937,64010,697709,10.9,373178,5.83,324531,2008996,31.39,Queens
WOODSIDE,R2-CONDOMINIUM,16,2008,11126,255898,23,81442,7.32,174456,1251006,112.44,Queens
WOODSIDE,R2-CONDOMINIUM,16,1986,15633,297183,19.01,117248,7.5,179935,1121995,71.77,Queens
ELMHURST,R2-CONDOMINIUM,16,1988,12682,215594,17,101456,8,114138,608302,47.97,Queens
ELMHURST,R4-CONDOMINIUM,20,1991,16000,263200,16.45,128000,8,135200,877808,54.86,Queens
ELMHURST,R2-CONDOMINIUM,12,1987,7591,133526,17.59,64524,8.5,69002,472003,62.18,Queens
WOODSIDE,R2-CONDOMINIUM,68,1992,45000,788850,17.53,340200,7.56,448650,2408995,53.53,Queens
WOODSIDE,R4-CONDOMINIUM,63,1986,62254,1086955,17.46,529159,8.5,557796,3707006,59.55,Queens
WOODSIDE,R4-CONDOMINIUM,24,2005,20298,404336,19.92,173751,8.56,230585,1568000,77.25,Queens
WOODSIDE,R4-CONDOMINIUM,28,2005,19625,393678,20.06,137375,7,256303,1833003,93.4,Queens
ELMHURST,R4-CONDOMINIUM,30,2006,22926,465169,20.29,162775,7.1,302394,2725998,118.9,Queens
JACKSON HEIGHTS,R4-CONDOMINIUM,89,1951,73800,1129140,15.3,553500,7.5,575640,3913994,53.04,Queens
JACKSON HEIGHTS,R4-CONDOMINIUM,52,1929,60900,852600,14,422037,6.93,430563,2926002,48.05,Queens
JACKSON HEIGHTS,R4-CONDOMINIUM,60,1928,49392,821389,16.63,296352,6,525037,2364996,47.88,Queens
JACKSON HEIGHTS,R4-CONDOMINIUM,88,1927,82000,1127500,13.75,498560,6.08,628940,4247004,51.79,Queens
JACKSON HEIGHTS,R4-CONDOMINIUM,62,2006,46128,834917,18.1,355186,7.7,479731,3261000,70.69,Queens
ELMHURST,R4-CONDOMINIUM,58,2008,44941,1041732,23.18,361775,8.05,679957,4960005,110.37,Queens
ELMHURST,R4-CONDOMINIUM,12,2004,22574,504755,22.36,169305,7.5,335450,2412001,106.85,Queens
ELMHURST,R4-CONDOMINIUM,22,1987,20652,320106,15.5,144564,7,175542,1132003,54.81,Queens
ELMHURST,R4-CONDOMINIUM,65,1937,51890,795474,15.33,363230,7,432244,2893000,55.75,Queens
ELMHURST,R2-CONDOMINIUM,9,1994,6295,116332,18.48,50360,8,65972,363010,57.67,Queens
ELMHURST,R4-CONDOMINIUM,82,1939,84057,1156624,13.76,630428,7.5,526196,3641990,43.33,Queens
ELMHURST,R2-CONDOMINIUM,8,2008,7500,172500,23,60000,8,112500,1201380,160.18,Queens
ELMHURST,R4-CONDOMINIUM,144,1954,144300,2024529,14.03,1010100,7,1014429,6671982,46.24,Queens
ELMHURST,R9-CONDOMINIUM,86,1932,90930,1307573,14.38,681975,7.5,625598,4331000,47.63,Queens
ELMHURST,R4-CONDOMINIUM,147,1960,115364,1740843,15.09,865230,7.5,875613,5335027,46.25,Queens
ELMHURST,R4-CONDOMINIUM,114,1989,130980,2095680,16,829103,6.33,1266577,8768001,66.94,Queens
ELMHURST,R9-CONDOMINIUM,88,1939,85702,1117554,13.04,535638,6.25,581916,3876000,45.23,Queens
ELMHURST,R4-CONDOMINIUM,20,2002,20510,424352,20.69,198127,9.66,226225,1528002,74.5,Queens
ELMHURST,R4-CONDOMINIUM,14,2003,13560,280556,20.69,130990,9.66,149566,1093003,80.6,Queens
ELMHURST,R4-CONDOMINIUM,17,2009,14767,305529,20.69,142649,9.66,162880,1187997,80.45,Queens
ELMHURST,R4-CONDOMINIUM,26,2005,25499,527574,20.69,246320,9.66,281254,1910001,74.9,Queens
ELMHURST,R2-CONDOMINIUM,24,1988,19769,366320,18.53,168037,8.5,198283,1176974,59.54,Queens
ELMHURST,R4-CONDOMINIUM,75,1980,105000,1515150,14.43,735000,7,780150,5167998,49.22,Queens
ELMHURST,R4-CONDOMINIUM,22,1980,27450,381830,13.91,164700,6,217130,1430000,52.09,Queens
ELMHURST,R4-CONDOMINIUM,42,2006,54852,1255562,22.89,535356,9.76,720206,5177994,94.4,Queens
ELMHURST,R4-CONDOMINIUM,8,2006,9563,242326,25.34,81286,8.5,161040,1095002,114.5,Queens
ELMHURST,R4-CONDOMINIUM,8,1998,8610,154980,18,58548,6.8,96432,673998,78.28,Queens
ELMHURST,R4-CONDOMINIUM,18,2010,19060,425419,22.32,110929,5.82,314490,2293999,120.36,Queens
ELMHURST,RR-CONDOMINIUM,14,2006,8400,184800,22,57120,6.8,127680,868000,103.33,Queens
CORONA,R2-CONDOMINIUM,12,1987,9424,160208,17,78690,8.35,81518,525810,55.79,Queens
CORONA,R2-CONDOMINIUM,8,1988,4900,83300,17,31017,6.33,52283,348000,71.02,Queens
CORONA,R2-CONDOMINIUM,8,1988,4900,83300,17,33320,6.8,49980,333001,67.96,Queens
CORONA,R4-CONDOMINIUM,10,2004,9850,168829,17.14,61957,6.29,106872,737000,74.82,Queens
CORONA,R2-CONDOMINIUM,12,2006,10000,218800,21.88,60000,6,158800,1087000,108.7,Queens
CORONA,R4-CONDOMINIUM,27,2006,18569,449741,24.22,157837,8.5,291904,1991001,107.22,Queens
CORONA,R4-CONDOMINIUM,33,2007,20329,509648,25.07,162632,8,347016,2392000,117.66,Queens
CORONA,R2-CONDOMINIUM,15,2008,11288,205667,18.22,84660,7.5,121007,1321998,117.12,Queens
CORONA,R2-CONDOMINIUM,16,2005,14000,350980,25.07,112000,8,238980,1647000,117.64,Queens
CORONA,R2-CONDOMINIUM,15,2006,11925,298960,25.07,95400,8,203560,981204,82.28,Queens
CORONA,R4-CONDOMINIUM,87,2005,78190,1960223,25.07,742805,9.5,1217418,8390999,107.32,Queens
CORONA,R2-CONDOMINIUM,24,2002,21312,383616,18,170496,8,213120,1353001,63.49,Queens
CORONA,R4-CONDOMINIUM,18,2008,24344,610304,25.07,206924,8.5,403380,2928999,120.32,Queens
ELMHURST,R4-CONDOMINIUM,74,1959,64938,882507,13.59,474047,7.3,408460,2508008,38.62,Queens
ELMHURST,R2-CONDOMINIUM,14,2008,9996,223411,22.35,93563,9.36,129848,951001,95.14,Queens
ELMHURST,R4-CONDOMINIUM,100,1986,104150,1448727,13.91,676975,6.5,771752,4993948,47.95,Queens
ELMHURST,R2-CONDOMINIUM,14,1989,8807,140912,16,70456,8,70456,507000,57.57,Queens
ELMHURST,R2-CONDOMINIUM,8,1990,6863,92101,13.42,34315,5,57786,373002,54.35,Queens
ELMHURST,R4-CONDOMINIUM,77,1964,72000,964800,13.4,339120,4.71,625680,4000020,55.56,Queens
ELMHURST,R4-CONDOMINIUM,20,2004,22536,583682,25.9,225360,10,358322,2145002,95.18,Queens
ELMHURST,R2-CONDOMINIUM,9,1988,7341,110115,15,49919,6.8,60196,395999,53.94,Queens
ELMHURST,R2-CONDOMINIUM,9,1990,7124,113984,16,45451,6.38,68533,466001,65.41,Queens
ELMHURST,R9-CONDOMINIUM,66,1961,75780,928305,12.25,356924,4.71,571381,3630000,47.9,Queens
ELMHURST,R9-CONDOMINIUM,132,1961,151162,2151035,14.23,1209296,8,941739,6528000,43.19,Queens
ELMHURST,R9-CONDOMINIUM,264,1961,302236,4288729,14.19,2266770,7.5,2021959,3630000,12.01,Queens
ELMHURST,R9-CONDOMINIUM,66,1961,75693,946163,12.5,356514,4.71,589649,3630000,47.96,Queens
CORONA,R2-CONDOMINIUM,10,2008,12000,270000,22.5,85080,7.09,184920,1320000,110,Queens
CORONA,R4-CONDOMINIUM,40,2004,35706,864799,24.22,303501,8.5,561298,4084000,114.38,Queens
CORONA,R4-CONDOMINIUM,29,1992,25040,413160,16.5,209084,8.35,204076,1360003,54.31,Queens
CORONA,R4-CONDOMINIUM,24,2004,16136,417922,25.9,153292,9.5,264630,1799001,111.49,Queens
REGO PARK,R4-CONDOMINIUM,112,1985,137200,2195200,16,891800,6.5,1303400,7907973,57.64,Queens
REGO PARK,R4-CONDOMINIUM,206,1988,190498,3028918,15.9,1619233,8.5,1409685,8480988,44.52,Queens
REGO PARK,R4-CONDOMINIUM,73,1992,51254,820064,16,389018,7.59,431046,2816003,54.94,Queens
REGO PARK,R4-CONDOMINIUM,32,1999,30520,586594,19.22,244160,8,342434,2207992,72.35,Queens
REGO PARK,R4-CONDOMINIUM,546,1952,460765,7833005,17,3004188,6.52,4828817,33984000,73.76,Queens
REGO PARK,R4-CONDOMINIUM,139,1949,132000,1904760,14.43,990000,7.5,914760,5937012,44.98,Queens
REGO PARK,R4-CONDOMINIUM,22,2006,54420,1409478,25.9,489780,9,919698,6294998,115.67,Queens
REGO PARK,R9-CONDOMINIUM,489,1952,418980,6665972,15.91,3142350,7.5,3523622,17300000,41.29,Queens
REGO PARK,R4-CONDOMINIUM,157,1959,148800,2257296,15.17,1041600,7,1215696,7818005,52.54,Queens
FOREST HILLS,R2-CONDOMINIUM,105,2006,159968,4143171,25.9,1519696,9.5,2623475,17835995,111.5,Queens
FOREST HILLS,R4-CONDOMINIUM,12,2009,10580,285660,27,89930,8.5,195730,1417000,133.93,Queens
FOREST HILLS,R2-CONDOMINIUM,20,1951,22736,352408,15.5,173021,7.61,179387,1237996,54.45,Queens
FOREST HILLS,R4-CONDOMINIUM,103,1955,119194,2150260,18.04,1072746,9,1077514,6993005,58.67,Queens
FOREST HILLS,R4-CONDOMINIUM,73,1960,57269,1033133,18.04,515421,9,517712,3146014,54.93,Queens
FOREST HILLS,R9-CONDOMINIUM,120,1966,144310,2624999,18.19,1298790,9,1326209,6919000,47.95,Queens
FOREST HILLS,R4-CONDOMINIUM,226,1991,282298,5180168,18.35,1976086,7,3204082,23051005,81.65,Queens
FOREST HILLS,R4-CONDOMINIUM,8,1990,5480,91790,16.75,32880,6,58910,414998,75.73,Queens
FLUSHING MEADOW PARK,R4-CONDOMINIUM,28,1990,32000,571840,17.87,296000,9.25,275840,1874997,58.59,Queens
WOODSIDE,R9-CONDOMINIUM,122,1998,132550,2843198,21.45,1292363,9.75,1550835,10543000,79.54,Queens
MASPETH,R2-CONDOMINIUM,17,1987,17400,312504,17.96,174000,10,138504,803996,46.21,Queens
ELMHURST,R4-CONDOMINIUM,14,1990,14013,238221,17,73428,5.24,164793,1119997,79.93,Queens
ELMHURST,R4-CONDOMINIUM,30,2004,24285,588183,24.22,192823,7.94,395360,2725001,112.21,Queens
ELMHURST,R4-CONDOMINIUM,62,1962,51341,714153,13.91,333717,6.5,380436,2463954,47.99,Queens
ELMHURST,R4-CONDOMINIUM,15,2007,12060,292093,24.22,96480,8,195613,1422998,117.99,Queens
ELMHURST,R2-CONDOMINIUM,12,1988,11782,163888,13.91,82474,7,81414,536004,45.49,Queens
MASPETH,R2-CONDOMINIUM,10,1988,9214,138210,15,62655,6.8,75555,487001,52.85,Queens
MASPETH,R4-CONDOMINIUM,11,1987,9765,135831,13.91,51169,5.24,84662,558000,57.14,Queens
MASPETH,R2-CONDOMINIUM,37,1987,35316,491246,13.91,185056,5.24,306190,2017004,57.11,Queens
ELMHURST,R2-CONDOMINIUM,13,1989,10170,157635,15.5,69156,6.8,88479,574000,56.44,Queens
ELMHURST,R4-CONDOMINIUM,20,1986,20679,298398,14.43,118904,5.75,179494,1196000,57.84,Queens
ELMHURST,R4-CONDOMINIUM,25,1987,20333,293405,14.43,121998,6,171407,1120000,55.08,Queens
ELMHURST,R2-CONDOMINIUM,9,1987,8100,121500,15,42444,5.24,79056,452103,55.82,Queens
ELMHURST,R2-CONDOMINIUM,16,1990,12700,183261,14.43,76200,6,107061,694998,54.72,Queens
ELMHURST,R2-CONDOMINIUM,19,1998,10770,183090,17,56435,5.24,126655,827000,76.79,Queens
ELMHURST,R2-CONDOMINIUM,15,2002,12234,232446,19,83191,6.8,149255,1014999,82.97,Queens
MIDDLE VILLAGE,R4-CONDOMINIUM,46,2007,38062,951550,25,304496,8,647054,4719992,124.01,Queens
ELMHURST,R2-CONDOMINIUM,8,1988,7374,110610,15,38640,5.24,71970,461002,62.52,Queens
ELMHURST,R4-CONDOMINIUM,21,2006,18328,443904,24.22,145524,7.94,298380,2042001,111.41,Queens
MIDDLE VILLAGE,R2-CONDOMINIUM,12,1985,13338,185532,13.91,69891,5.24,115641,761999,57.13,Queens
MIDDLE VILLAGE,R4-CONDOMINIUM,16,2007,9742,263034,27,73260,7.52,189774,1307999,134.26,Queens
MIDDLE VILLAGE,R2-CONDOMINIUM,12,1985,11160,156240,14,58478,5.24,97762,622599,55.79,Queens
MIDDLE VILLAGE,R2-CONDOMINIUM,49,1987,50670,704820,13.91,265511,5.24,439309,2782998,54.92,Queens
MIDDLE VILLAGE,R4-CONDOMINIUM,28,1987,31080,483294,15.55,196426,6.32,286868,1903001,61.23,Queens
MIDDLE VILLAGE,R2-CONDOMINIUM,18,1987,18696,299136,16,119280,6.38,179856,1143624,61.17,Queens
REGO PARK,R4-CONDOMINIUM,21,2001,40000,901200,22.53,334000,8.35,567200,3883002,97.08,Queens
REGO PARK,R4-CONDOMINIUM,42,1960,26118,415276,15.9,182826,7,232450,1485009,56.86,Queens
REGO PARK,R2-CONDOMINIUM,5,1966,4234,67321,15.9,29638,7,37683,245000,57.86,Queens
REGO PARK,R2-CONDOMINIUM,6,1966,5083,80820,15.9,35581,7,45239,294001,57.84,Queens
REGO PARK,R2-CONDOMINIUM,6,1966,5083,80820,15.9,35581,7,45239,294001,57.84,Queens
REGO PARK,R4-CONDOMINIUM,56,1961,39840,604373,15.17,278880,7,325493,2126000,53.36,Queens
REGO PARK,R9-CONDOMINIUM,68,1961,23531,356965,15.17,164717,7,192248,1256000,53.38,Queens
REGO PARK,R4-CONDOMINIUM,67,1941,63693,966223,15.17,509544,8,456679,2983009,46.83,Queens
REGO PARK,R4-CONDOMINIUM,36,1955,23172,370752,16,175875,7.59,194877,1272999,54.94,Queens
REGO PARK,R4-CONDOMINIUM,64,1941,66324,1006135,15.17,530592,8,475543,3106004,46.83,Queens
REGO PARK,R4-CONDOMINIUM,78,1988,67502,1147534,17,459014,6.8,688520,4648993,68.87,Queens
REGO PARK,R4-CONDOMINIUM,164,1952,149558,2392928,16,1135145,7.59,1257783,8270025,55.3,Queens
REGO PARK,R4-CONDOMINIUM,66,1939,63000,992250,15.75,478170,7.59,514080,3336001,52.95,Queens
REGO PARK,R4-CONDOMINIUM,67,1941,63998,970850,15.17,485745,7.59,485105,3189994,49.85,Queens
REGO PARK,R4-CONDOMINIUM,64,1941,71316,1141056,16,541288,7.59,599768,3850014,53.99,Queens
REGO PARK,R9-CONDOMINIUM,31,1964,26930,511670,19,202514,7.52,309156,1551000,57.59,Queens
REGO PARK,R9-CONDOMINIUM,98,1991,145717,2477189,17,1120564,7.69,1356625,8129000,55.79,Queens
REGO PARK,R4-CONDOMINIUM,33,2007,22930,645250,28.14,170141,7.42,475109,3274999,142.83,Queens
FOREST HILLS,R9-CONDOMINIUM,162,1965,181853,3280628,18.04,1454824,8,1825804,10824000,59.52,Queens
FOREST HILLS,R4-CONDOMINIUM,58,1932,38582,651650,16.89,270074,7,381576,2576997,66.79,Queens
FOREST HILLS,R4-CONDOMINIUM,95,2004,108788,2398775,22.05,629883,5.79,1768892,12192001,112.07,Queens
FOREST HILLS,R9-CONDOMINIUM,69,1938,71210,1139360,16,547605,7.69,591755,4079000,57.28,Queens
FOREST HILLS,R9-CONDOMINIUM,66,1942,93800,1407000,15,581560,6.2,825440,5060000,53.94,Queens
KEW GARDENS,R4-CONDOMINIUM,75,1956,65990,1088835,16.5,582032,8.82,506803,3377001,51.17,Queens
KEW GARDENS,R4-CONDOMINIUM,39,2004,42795,1108391,25.9,513540,12,594851,4100001,95.81,Queens
KEW GARDENS,R4-CONDOMINIUM,30,2001,38000,726940,19.13,285000,7.5,441940,3045999,80.16,Queens
KEW GARDENS,R4-CONDOMINIUM,59,2005,52033,1347655,25.9,494314,9.5,853341,5881004,113.02,Queens
KEW GARDENS,R4-CONDOMINIUM,41,2002,35180,792254,22.52,246260,7,545994,3638006,103.41,Queens
FOREST HILLS,R9-CONDOMINIUM,88,1987,115082,1971017,17.13,995364,8.65,975653,6633000,57.64,Queens
FOREST HILLS,R4-CONDOMINIUM,95,1938,84954,1359264,16,653296,7.69,705968,4767001,56.11,Queens
FOREST HILLS,R4-CONDOMINIUM,39,1939,31511,532221,16.89,277927,8.82,254294,1693991,53.76,Queens
FOREST HILLS,R4-CONDOMINIUM,59,1971,51376,796328,15.5,318531,6.2,477797,2959002,57.6,Queens
KEW GARDENS,R4-CONDOMINIUM,83,1923,104492,1567380,15,803543,7.69,763837,4989003,47.75,Queens
KEW GARDENS,R9-CONDOMINIUM,108,1951,66880,1070080,16,589882,8.82,480198,3199000,47.83,Queens
